id_transaction,date_transaction,id_fournisseur,id_categorie,id_centre_cout,id_acheteur,id_contrat,montant_ht,devise,statut_validation,delai_traitement_jours,flag_maverick
TR-0021425,2025-10-01,FRN-149,CAT-023,CC-010,ACH-018,,976.43,EUR,Validé,3,False
TR-0021426,2025-07-09,FRN-056,CAT-003,CC-003,ACH-002,,14600.58,EUR,Validé,9,True
TR-0021427,2025-05-22,FRN-077,CAT-008,CC-011,ACH-023,,15454.26,EUR,En attente,5,False
TR-0021428,2025-02-06,FRN-181,CAT-035,CC-010,ACH-019,,29587.87,EUR,Validé,3,False
TR-0021429,2025-04-14,FRN-200,CAT-038,CC-005,ACH-002,,191.8,EUR,Validé,14,True
TR-0021430,2025-03-22,FRN-094,CAT-011,CC-011,ACH-019,CTR-035,525.83,EUR,Validé,1,False
TR-0021431,2025-01-24,FRN-187,CAT-035,CC-014,ACH-027,,11283.31,EUR,Validé,8,False
TR-0021432,2025-03-20,FRN-199,CAT-036,CC-009,ACH-017,,174.53,EUR,Validé,13,True
TR-0021433,2025-09-24,FRN-092,CAT-011,C-001,ACH-015,CTR-039,173.89,EUR,Validé,3,False
TR-0021434,2025-10-25,FRN-062,CAT-009,CC-010,ACH-024,CTR-029,5917.03,EUR,Validé,5,False
TR-0021435,2025-01-15,FRN-082,CAT-008,CC-011,ACH-022,,3913.58,EUR,Validé,7,True
TR-0021436,2025-05-05,FRN-056,CAT-003,CC-012,ACH-022,,37678.72,EUR,Validé,11,True
TR-0021437,2025-04-15,FRN-110,CAT-014,CC-006,ACH-001,,419.81,EUR,Validé,4,True
TR-0021438,2025-04-01,FRN-107,CAT-010,CC-013,ACH-027,,641.57,EUR,Validé,11,True
TR-0021439,2025-09-13,FRN-119,CAT-017,CC-018,ACH-031,CTR-045,2758.13,EUR,Validé,6,False
TR-0021440,2025-09-21,FRN-111,CAT-013,CC-002,ACH-013,,954.1,EUR,Validé,3,True
TR-0021441,2025-12-14,FRN-120,CAT-017,CC-018,ACH-034,CTR-048,15000.0,EUR,Validé,5,False
TR-0021442,2025-07-25,FRN-103,CAT-011,CC-014,ACH-030,,462.82,EUR,Validé,7,False
TR-0021443,2025-08-07,FRN-073,CAT-005,CC-005,ACH-007,,1780.1,EUR,En attente,8,False
TR-0021444,2025-07-08,FRN-107,CAT-013,CC-006,ACH-002,,2351.84,EUR,Validé,11,True
TR-0021445,2025-04-07,FRN-102,CAT-012,CC-005,ACH-012,CTR-038,160.91,EUR,Validé,1,False
TR-0021446,2025-09-08,FRN-074,CAT-009,C-001,ACH-011,CTR-027,4007.62,EUR,Validé,5,False
TR-0021447,2025-05-28,FRN-018,CAT-001,CC-003,ACH-002,,48431.72,EUR,Validé,7,False
TR-0021448,2025-06-12,FRN-195,CAT-038,CC-002,ACH-008,,329.91,EUR,Validé,8,True
TR-0021449,2025-11-04,FRN-065,CAT-005,CC-004,ACH-008,CTR-032,10288.86,EUR,Validé,7,False
TR-0021450,2025-06-06,FRN-027,CAT-001,CC-004,ACH-013,,10482.18,EUR,Validé,7,False
TR-0021451,2025-10-16,FRN-110,CAT-013,CC-002,ACH-001,,254.62,EUR,Validé,13,True
TR-0021452,2025-08-12,FRN-132,CAT-016,CC-014,ACH-030,,1817.71,EUR,Validé,6,False
TR-0021453,2025-06-22,FRN-171,CAT-029,C-001,ACH-014,CTR-061,713.0,EUR,Validé,4,False
TR-0021454,2025-11-06,FRN-186,CAT-035,CC-017,ACH-031,CTR-066,7146.02,EUR,En attente,5,False
TR-0021455,2025-03-21,FRN-107,CAT-010,CC-002,ACH-001,,1065.06,EUR,Validé,1,True
TR-0021456,2025-05-12,FRN-129,CAT-021,CC-012,ACH-023,CTR-042,4014.11,EUR,Validé,3,False
TR-0021457,2025-11-23,FRN-097,CAT-013,CC-009,ACH-022,CTR-040,511.15,EUR,Validé,4,False
TR-0021458,2025-08-19,FRN-104,CAT-012,C-001,ACH-003,,692.1,EUR,Validé,13,True
TR-0021459,2025-04-14,FRN-091,CAT-014,CC-009,ACH-017,,368.39,EUR,Validé,7,False
TR-0021460,2025-10-11,FRN-013,CAT-001,CC-008,ACH-014,CTR-017,16989.11,EUR,Validé,4,False
TR-0021461,2025-03-25,FRN-004,CAT-002,C-001,ACH-011,CTR-005,16354.85,EUR,Rejeté,2,False
TR-0021462,2025-01-05,FRN-120,CAT-017,CC-008,ACH-012,CTR-046,5117.1,EUR,Validé,6,False
TR-0021463,2025-05-27,FRN-099,CAT-013,CC-004,ACH-011,,1698.53,EUR,Validé,16,True
TR-0021464,2025-08-11,FRN-195,CAT-036,CC-004,ACH-012,,1044.37,EUR,Validé,18,True
TR-0021465,2025-10-23,FRN-108,CAT-011,CC-007,ACH-016,,1232.51,EUR,Validé,4,True
TR-0021466,2025-01-28,FRN-082,CAT-005,CC-006,ACH-001,,24938.66,EUR,Validé,13,True
TR-0021467,2025-01-08,FRN-110,CAT-014,CC-005,ACH-015,,1280.87,EUR,En attente,14,True
TR-0021468,2025-11-19,FRN-198,CAT-037,CC-007,ACH-005,,473.97,EUR,Validé,11,True
TR-0021469,2025-05-11,FRN-073,CAT-009,C-001,ACH-012,,11782.83,EUR,Validé,7,False
TR-0021470,2025-10-16,FRN-026,CAT-002,CC-003,ACH-008,,19739.31,EUR,Validé,2,False
TR-0021471,2025-06-10,FRN-091,CAT-013,C-001,ACH-014,CTR-038,912.28,EUR,Validé,4,False
TR-0021472,2025-12-03,FRN-167,CAT-029,CC-012,ACH-017,CTR-064,1065.73,EUR,Validé,4,False
TR-0021473,2025-07-20,FRN-148,CAT-024,CC-006,ACH-005,CTR-056,4630.48,EUR,Validé,4,False
TR-0021474,2025-08-27,FRN-061,CAT-009,CC-005,ACH-015,CTR-024,6176.01,EUR,Validé,6,False
TR-0021475,2025-06-13,FRN-070,CAT-009,CC-002,ACH-015,CTR-022,25000.0,EUR,Validé,5,False
TR-0021476,2025-11-04,FRN-101,CAT-012,CC-005,ACH-004,,633.93,EUR,Validé,4,False
TR-0021477,2025-06-17,FRN-132,CAT-018,CC-008,ACH-002,CTR-049,4089.32,EUR,Validé,5,False
TR-0021478,2025-11-23,FRN-126,CAT-018,CC-010,ACH-021,,609.59,EUR,Validé,5,False
TR-0021479,2025-02-24,FRN-128,CAT-021,CC-007,ACH-002,CTR-047,5228.02,EUR,Validé,4,False
TR-0021480,2025-01-20,FRN-005,CAT-002,C-001,ACH-013,CTR-018,80000.0,EUR,Validé,8,False
TR-0021481,2025-10-20,FRN-165,CAT-028,CC-003,ACH-001,CTR-062,1413.47,EUR,Validé,5,False
TR-0021482,2025-02-06,FRN-142,CAT-025,CC-014,ACH-025,CTR-058,7728.8,EUR,Validé,8,False
TR-0021483,2025-04-23,FRN-124,CAT-016,CC-011,ACH-017,CTR-043,2810.26,EUR,Validé,6,False
TR-0021484,2025-04-19,FRN-129,CAT-018,CC-007,ACH-004,CTR-042,5249.88,EUR,Validé,9,False
TR-0021485,2025-09-11,FRN-074,CAT-007,C-001,ACH-007,CTR-027,3682.54,EUR,Validé,5,False
TR-0021486,2025-12-14,FRN-143,CAT-026,CC-014,ACH-029,CTR-055,16487.72,EUR,Validé,7,False
TR-0021487,2025-01-25,FRN-108,CAT-015,CC-014,ACH-030,,1179.75,EUR,Validé,12,True
TR-0021488,2025-06-15,FRN-122,CAT-016,CC-007,ACH-012,,2626.9,EUR,Validé,3,False
TR-0021489,2025-02-28,FRN-091,CAT-013,CC-004,ACH-016,,465.62,EUR,Validé,6,False
TR-0021490,2025-12-24,FRN-103,CAT-015,C-001,ACH-003,,1809.81,EUR,Validé,4,False
TR-0021491,2025-08-07,FRN-037,CAT-002,CC-010,ACH-020,,33430.86,EUR,Validé,11,True
TR-0021492,2025-01-18,FRN-096,CAT-015,CC-015,ACH-027,CTR-037,1193.03,EUR,Validé,4,False
TR-0021493,2025-09-04,FRN-144,CAT-025,CC-003,ACH-014,,2151.39,EUR,Validé,7,False
TR-0021494,2025-07-23,FRN-091,CAT-015,CC-010,ACH-024,,1323.72,EUR,Validé,2,False
TR-0021495,2025-07-26,FRN-195,CAT-036,CC-008,ACH-011,,561.69,EUR,Validé,2,True
TR-0021496,2025-10-18,FRN-181,CAT-032,CC-010,ACH-017,,15065.49,EUR,Validé,7,False
TR-0021497,2025-03-06,FRN-016,CAT-001,CC-019,ACH-039,CTR-006,8795.75,EUR,Validé,5,False
TR-0021498,2025-06-17,FRN-130,CAT-018,CC-002,ACH-008,CTR-043,2207.46,EUR,Validé,6,False
TR-0021499,2025-05-06,FRN-110,CAT-012,CC-009,ACH-021,,1051.05,EUR,Validé,11,True
TR-0021500,2025-11-15,FRN-142,CAT-023,CC-015,ACH-026,CTR-058,3909.56,EUR,Validé,5,False
TR-0021501,2025-01-01,FRN-106,CAT-011,CC-020,ACH-037,,1251.2,EUR,Validé,13,True
TR-0021502,2025-11-06,FRN-065,CAT-008,C-001,ACH-014,CTR-032,16175.59,EUR,Validé,7,False
TR-0021503,2025-09-13,FRN-040,CAT-002,CC-014,ACH-029,,11892.88,EUR,Validé,16,True
TR-0021504,2025-04-04,FRN-138,CAT-016,C-001,ACH-007,,4891.17,EUR,Validé,4,True
TR-0021505,2025-11-28,FRN-063,CAT-006,CC-015,ACH-028,CTR-021,7757.98,EUR,En attente,4,False
TR-0021506,2025-07-02,FRN-062,CAT-005,CC-006,ACH-004,CTR-029,4897.04,EUR,Validé,7,False
TR-0021507,2025-11-05,FRN-064,CAT-008,CC-007,ACH-015,,2217.77,EUR,Validé,3,False
TR-0021508,2025-10-25,FRN-022,CAT-002,CC-020,ACH-040,CTR-003,26216.17,EUR,Validé,3,False
TR-0021509,2025-10-14,FRN-032,CAT-002,C-001,ACH-014,,38343.73,EUR,Validé,12,True
TR-0021510,2025-04-12,FRN-147,CAT-024,C-001,ACH-004,,5027.67,EUR,Validé,4,False
TR-0021511,2025-05-24,FRN-196,CAT-036,CC-002,ACH-007,,883.87,EUR,Validé,14,True
TR-0021512,2025-07-08,FRN-107,CAT-014,CC-020,ACH-038,,2560.59,EUR,Validé,13,True
TR-0021513,2025-11-15,FRN-185,CAT-033,CC-002,ACH-003,CTR-068,10482.67,EUR,Validé,4,False
TR-0021514,2025-06-15,FRN-104,CAT-013,CC-002,ACH-014,,809.38,EUR,Validé,6,True
TR-0021515,2025-07-23,FRN-116,CAT-019,CC-014,ACH-026,CTR-047,13915.83,EUR,Validé,6,False
TR-0021516,2025-04-08,FRN-174,CAT-028,CC-012,ACH-019,,3710.38,EUR,Validé,13,True
TR-0021517,2025-05-07,FRN-197,CAT-039,CC-013,ACH-027,,146.14,EUR,Validé,13,True
TR-0021518,2025-10-18,FRN-004,CAT-002,CC-002,ACH-011,CTR-005,20736.45,EUR,Validé,4,False
TR-0021519,2025-01-24,FRN-093,CAT-013,CC-006,ACH-015,CTR-037,1004.63,EUR,Validé,3,False
TR-0021520,2025-07-08,FRN-068,CAT-007,CC-017,ACH-034,CTR-023,4426.72,EUR,Validé,2,False
TR-0021521,2025-11-20,FRN-111,CAT-015,CC-004,ACH-014,,417.34,EUR,Validé,8,True
TR-0021522,2025-12-14,FRN-109,CAT-014,CC-008,ACH-016,,758.84,EUR,Validé,18,True
TR-0021523,2025-12-08,FRN-104,CAT-012,CC-012,ACH-023,,449.98,EUR,Validé,10,True
TR-0021524,2025-01-06,FRN-131,CAT-018,CC-003,ACH-007,,3869.21,EUR,Validé,3,False
TR-0021525,2025-04-14,FRN-064,CAT-007,CC-004,ACH-006,,6394.36,EUR,Validé,5,False
TR-0021526,2025-05-04,FRN-198,CAT-038,CC-002,ACH-012,,413.1,EUR,Validé,11,True
TR-0021527,2025-12-26,FRN-023,CAT-001,CC-014,ACH-026,,19135.24,EUR,Validé,3,False
TR-0021528,2025-07-26,FRN-151,CAT-022,CC-008,ACH-011,,934.24,EUR,Validé,7,False
TR-0021529,2025-03-16,FRN-145,CAT-024,CC-019,ACH-038,CTR-055,4362.38,EUR,Validé,4,False
TR-0021530,2025-02-18,FRN-096,CAT-014,CC-003,ACH-016,CTR-038,704.32,EUR,En attente,5,False
TR-0021531,2025-03-13,FRN-110,CAT-010,C-001,ACH-008,,1636.93,EUR,Validé,5,True
TR-0021532,2025-11-19,FRN-198,CAT-038,CC-006,ACH-007,,272.05,EUR,En attente,12,True
TR-0021533,2025-09-06,FRN-104,CAT-014,CC-010,ACH-020,,501.96,EUR,Validé,14,True
TR-0021534,2025-06-13,FRN-163,CAT-030,CC-019,ACH-040,CTR-061,6076.27,EUR,Validé,1,False
TR-0021535,2025-09-23,FRN-174,CAT-029,CC-004,ACH-007,,5058.04,EUR,Validé,7,True
TR-0021536,2025-10-18,FRN-095,CAT-014,C-001,ACH-012,CTR-040,735.68,EUR,Validé,5,False
TR-0021537,2025-09-17,FRN-100,CAT-011,CC-003,ACH-013,,482.05,EUR,Validé,15,True
TR-0021538,2025-09-13,FRN-101,CAT-013,CC-002,ACH-002,CTR-040,294.51,EUR,Validé,6,False
TR-0021539,2025-03-27,FRN-188,CAT-035,CC-003,ACH-012,,30026.76,EUR,Validé,1,True
TR-0021540,2025-02-01,FRN-187,CAT-035,CC-011,ACH-024,CTR-068,12575.34,EUR,Validé,2,False
TR-0021541,2025-09-07,FRN-114,CAT-011,CC-018,ACH-034,,460.26,EUR,Validé,8,True
TR-0021542,2025-11-11,FRN-169,CAT-028,CC-004,ACH-001,,3997.25,EUR,Validé,6,False
TR-0021543,2025-02-10,FRN-129,CAT-017,CC-011,ACH-024,CTR-042,8265.18,EUR,Validé,5,False
TR-0021544,2025-09-21,FRN-125,CAT-020,CC-008,ACH-001,,5524.42,EUR,Validé,6,False
TR-0021545,2025-11-04,FRN-102,CAT-012,CC-002,ACH-011,,1793.81,EUR,Validé,7,False
TR-0021546,2025-06-28,FRN-060,CAT-001,CC-010,ACH-020,,17204.82,EUR,Validé,9,True
TR-0021547,2025-07-20,FRN-101,CAT-015,CC-020,ACH-038,,260.52,EUR,Validé,7,False
TR-0021548,2025-09-06,FRN-147,CAT-024,CC-016,ACH-036,CTR-056,13536.45,EUR,Validé,4,False
TR-0021549,2025-09-24,FRN-166,CAT-030,CC-012,ACH-022,CTR-065,2973.61,EUR,Validé,6,False
TR-0021550,2025-12-04,FRN-191,CAT-038,CC-004,ACH-015,,260.73,EUR,Validé,3,False
TR-0021551,2025-01-14,FRN-176,CAT-027,CC-009,ACH-023,,658.58,EUR,Validé,12,True
TR-0021552,2025-08-11,FRN-186,CAT-034,CC-003,ACH-004,CTR-069,10429.54,EUR,Validé,1,False
TR-0021553,2025-06-09,FRN-170,CAT-028,CC-007,ACH-003,,2903.05,EUR,Validé,2,False
TR-0021554,2025-08-04,FRN-133,CAT-017,CC-005,ACH-014,CTR-045,2943.15,EUR,Validé,7,False
TR-0021555,2025-04-18,FRN-092,CAT-012,CC-017,ACH-034,CTR-033,247.36,EUR,Validé,2,False
TR-0021556,2025-08-13,FRN-098,CAT-014,CC-004,ACH-015,CTR-034,562.26,EUR,Validé,4,False
TR-0021557,2025-02-06,FRN-095,CAT-013,CC-006,ACH-002,CTR-040,426.1,EUR,Validé,2,False
TR-0021558,2025-11-13,FRN-194,CAT-038,C-001,ACH-015,,225.3,EUR,Validé,5,False
TR-0021559,2025-09-18,FRN-194,CAT-036,CC-013,ACH-027,CTR-070,628.96,EUR,Validé,7,False
TR-0021560,2025-12-23,FRN-066,CAT-008,C-001,ACH-004,,3955.37,EUR,Validé,5,False
TR-0021561,2025-03-25,FRN-167,CAT-030,CC-012,ACH-017,CTR-064,7942.53,EUR,Validé,4,False
TR-0021562,2025-03-01,FRN-095,CAT-014,CC-005,ACH-016,CTR-040,962.14,EUR,Validé,2,False
TR-0021563,2025-10-03,FRN-092,CAT-011,CC-017,ACH-036,CTR-033,1072.16,EUR,Validé,7,False
TR-0021564,2025-06-14,FRN-058,CAT-003,CC-007,ACH-016,,21018.38,EUR,Validé,9,True
TR-0021565,2025-06-15,FRN-094,CAT-012,CC-014,ACH-029,CTR-035,651.16,EUR,Validé,7,False
TR-0021566,2025-08-02,FRN-130,CAT-021,CC-019,ACH-040,CTR-043,6622.29,EUR,En attente,3,False
TR-0021567,2025-02-22,FRN-003,CAT-002,CC-013,ACH-027,CTR-004,80000.0,EUR,Validé,4,False
TR-0021568,2025-12-06,FRN-095,CAT-011,CC-010,ACH-021,CTR-040,1106.29,EUR,Validé,6,False
TR-0021569,2025-04-10,FRN-156,CAT-022,CC-008,ACH-011,,21250.36,EUR,Validé,19,True
TR-0021570,2025-09-08,FRN-073,CAT-006,CC-003,ACH-013,CTR-020,6801.1,EUR,Validé,6,False
TR-0021571,2025-01-04,FRN-112,CAT-012,C-001,ACH-007,,323.23,EUR,Validé,12,True
TR-0021572,2025-09-28,FRN-103,CAT-011,CC-008,ACH-011,,590.14,EUR,Validé,4,False
TR-0021573,2025-10-17,FRN-165,CAT-031,C-001,ACH-008,CTR-062,4261.9,EUR,Validé,8,False
TR-0021574,2025-10-12,FRN-124,CAT-020,CC-003,ACH-008,,2860.36,EUR,Validé,4,False
TR-0021575,2025-10-03,FRN-198,CAT-038,CC-011,ACH-020,,906.2,EUR,Validé,7,True
TR-0021576,2025-09-09,FRN-122,CAT-021,CC-002,ACH-013,CTR-046,2541.01,EUR,Validé,5,False
TR-0021577,2025-02-17,FRN-100,CAT-014,CC-003,ACH-005,,636.26,EUR,En attente,13,True
TR-0021578,2025-02-11,FRN-089,CAT-006,CC-009,ACH-019,,22024.76,EUR,Validé,5,True
TR-0021579,2025-01-08,FRN-191,CAT-037,CC-005,ACH-008,CTR-070,321.6,EUR,Validé,6,False
TR-0021580,2025-10-16,FRN-145,CAT-024,CC-002,ACH-015,,2666.27,EUR,Validé,3,False
TR-0021581,2025-05-26,FRN-199,CAT-037,CC-019,ACH-040,,536.27,EUR,Validé,11,True
TR-0021582,2025-06-17,FRN-106,CAT-014,CC-018,ACH-031,,101.29,EUR,Validé,5,True
TR-0021583,2025-04-22,FRN-161,CAT-027,C-001,ACH-012,CTR-063,1263.06,EUR,Validé,2,False
TR-0021584,2025-08-11,FRN-028,CAT-003,CC-019,ACH-037,CTR-001,27669.56,EUR,Validé,3,False
TR-0021585,2025-08-21,FRN-023,CAT-002,CC-002,ACH-005,CTR-014,24245.89,EUR,Validé,4,False
TR-0021586,2025-02-06,FRN-192,CAT-036,CC-009,ACH-020,CTR-070,103.42,EUR,Validé,3,False
TR-0021587,2025-09-13,FRN-078,CAT-007,CC-010,ACH-018,,16775.91,EUR,Validé,5,False
TR-0021588,2025-02-28,FRN-164,CAT-029,CC-012,ACH-024,,1858.14,EUR,Validé,4,False
TR-0021589,2025-06-23,FRN-179,CAT-028,CC-010,ACH-023,,1863.21,EUR,Validé,15,True
TR-0021590,2025-01-02,FRN-140,CAT-021,CC-012,ACH-019,,9618.16,EUR,Validé,10,True
TR-0021591,2025-04-15,FRN-191,CAT-038,CC-015,ACH-029,,443.92,EUR,Validé,5,False
TR-0021592,2025-10-18,FRN-093,CAT-014,CC-009,ACH-020,CTR-034,213.91,EUR,Validé,4,False
TR-0021593,2025-10-21,FRN-089,CAT-008,CC-010,ACH-019,,5215.63,EUR,Validé,8,True
TR-0021594,2025-10-01,FRN-195,CAT-038,CC-005,ACH-007,,206.54,EUR,Validé,4,True
TR-0021595,2025-08-06,FRN-076,CAT-008,CC-017,ACH-034,CTR-022,2664.95,EUR,Validé,4,False
TR-0021596,2025-09-26,FRN-024,CAT-002,CC-007,ACH-012,CTR-017,57289.48,EUR,Validé,3,False
TR-0021597,2025-04-20,FRN-096,CAT-015,CC-002,ACH-011,CTR-038,343.31,EUR,Validé,4,False
TR-0021598,2025-11-07,FRN-092,CAT-012,CC-005,ACH-013,CTR-039,614.82,EUR,Validé,3,False
TR-0021599,2025-10-22,FRN-094,CAT-014,CC-020,ACH-039,CTR-035,416.59,EUR,Validé,7,False
TR-0021600,2025-03-09,FRN-193,CAT-036,CC-007,ACH-015,,955.55,EUR,Validé,6,False
TR-0021601,2025-03-28,FRN-096,CAT-010,CC-003,ACH-016,CTR-038,487.84,EUR,Validé,2,False
TR-0021602,2025-06-15,FRN-117,CAT-018,CC-013,ACH-025,CTR-050,4111.23,EUR,Validé,8,False
TR-0021603,2025-05-01,FRN-101,CAT-011,CC-008,ACH-014,,305.14,EUR,Rejeté,6,False
TR-0021604,2025-05-21,FRN-091,CAT-015,CC-009,ACH-020,CTR-037,1371.01,EUR,Validé,4,False
TR-0021605,2025-04-21,FRN-193,CAT-039,C-001,ACH-012,CTR-070,205.07,EUR,Validé,5,False
TR-0021606,2025-09-20,FRN-035,CAT-002,CC-012,ACH-019,,4206.61,EUR,Validé,9,True
TR-0021607,2025-12-01,FRN-025,CAT-002,CC-005,ACH-006,CTR-004,15832.06,EUR,Validé,7,False
TR-0021608,2025-01-28,FRN-118,CAT-019,CC-013,ACH-029,CTR-049,1347.33,EUR,Validé,1,False
TR-0021609,2025-10-19,FRN-107,CAT-011,CC-013,ACH-030,,386.39,EUR,Validé,15,True
TR-0021610,2025-09-02,FRN-158,CAT-025,CC-005,ACH-001,,6338.36,EUR,Validé,16,True
TR-0021611,2025-03-02,FRN-105,CAT-010,CC-008,ACH-003,,1960.23,EUR,Validé,4,True
TR-0021612,2025-01-01,FRN-108,CAT-014,CC-008,ACH-004,,814.4,EUR,Validé,13,True
TR-0021613,2025-10-17,FRN-093,CAT-011,CC-011,ACH-021,,204.96,EUR,Validé,4,False
TR-0021614,2025-11-05,FRN-193,CAT-036,C-001,ACH-003,,608.93,EUR,Validé,5,False
TR-0021615,2025-04-06,FRN-102,CAT-010,CC-002,ACH-013,,593.44,EUR,Validé,3,False
TR-0021616,2025-09-18,FRN-100,CAT-012,CC-010,ACH-023,,1183.28,EUR,Validé,11,True
TR-0021617,2025-03-23,FRN-181,CAT-033,CC-003,ACH-002,,5756.83,EUR,Validé,5,False
TR-0021618,2025-02-28,FRN-099,CAT-015,CC-016,ACH-035,,306.58,EUR,Validé,17,True
TR-0021619,2025-07-19,FRN-181,CAT-032,CC-014,ACH-029,,3895.15,EUR,Validé,2,False
TR-0021620,2025-02-25,FRN-091,CAT-015,CC-003,ACH-015,,391.24,EUR,En attente,3,False
TR-0021621,2025-06-26,FRN-015,CAT-002,CC-020,ACH-037,CTR-012,7317.36,EUR,Validé,4,False
TR-0021622,2025-02-21,FRN-114,CAT-012,CC-014,ACH-027,,508.97,EUR,Validé,17,True
TR-0021623,2025-12-23,FRN-022,CAT-002,CC-005,ACH-012,CTR-004,6132.64,EUR,Validé,4,False
TR-0021624,2025-04-14,FRN-094,CAT-012,CC-012,ACH-022,CTR-035,354.87,EUR,Validé,6,False
TR-0021625,2025-07-04,FRN-102,CAT-012,CC-009,ACH-024,,433.11,EUR,Validé,7,False
TR-0021626,2025-05-27,FRN-142,CAT-024,CC-003,ACH-002,CTR-058,4812.86,EUR,En attente,3,False
TR-0021627,2025-01-14,FRN-103,CAT-015,C-001,ACH-011,,931.73,EUR,Validé,7,False
TR-0021628,2025-05-24,FRN-191,CAT-038,CC-011,ACH-022,,204.01,EUR,Validé,9,False
TR-0021629,2025-04-28,FRN-185,CAT-033,CC-004,ACH-014,CTR-067,17003.91,EUR,Validé,4,False
TR-0021630,2025-05-22,FRN-098,CAT-015,CC-009,ACH-018,CTR-034,487.79,EUR,Validé,6,False
TR-0021631,2025-09-25,FRN-099,CAT-013,CC-009,ACH-019,,399.97,EUR,Validé,20,True
TR-0021632,2025-07-12,FRN-015,CAT-002,CC-005,ACH-016,CTR-012,32820.68,EUR,Validé,2,False
TR-0021633,2025-03-24,FRN-146,CAT-023,CC-005,ACH-005,,14056.42,EUR,Validé,6,False
TR-0021634,2025-10-23,FRN-061,CAT-006,CC-003,ACH-013,CTR-024,2154.61,EUR,Validé,6,False
TR-0021635,2025-11-14,FRN-104,CAT-011,CC-004,ACH-003,,969.11,EUR,Validé,6,True
TR-0021636,2025-03-20,FRN-110,CAT-012,CC-013,ACH-026,,2726.08,EUR,Validé,8,True
TR-0021637,2025-01-12,FRN-155,CAT-026,CC-002,ACH-013,,3621.83,EUR,Validé,7,True
TR-0021638,2025-04-19,FRN-200,CAT-039,CC-003,ACH-005,,1365.35,EUR,Validé,14,True
TR-0021639,2025-10-20,FRN-079,CAT-007,CC-020,ACH-038,CTR-022,10901.68,EUR,Validé,1,False
TR-0021640,2025-10-16,FRN-089,CAT-005,CC-003,ACH-015,,12218.66,EUR,En attente,20,True
TR-0021641,2025-07-26,FRN-188,CAT-033,C-001,ACH-002,,16874.7,EUR,Validé,19,True
TR-0021642,2025-09-10,FRN-070,CAT-006,CC-002,ACH-008,CTR-022,9461.57,EUR,Validé,3,False
TR-0021643,2025-03-25,FRN-018,CAT-002,CC-003,ACH-003,,14880.44,EUR,Validé,5,False
TR-0021644,2025-02-13,FRN-102,CAT-013,CC-005,ACH-005,,352.31,EUR,Validé,4,False
TR-0021645,2025-07-02,FRN-117,CAT-019,CC-003,ACH-007,CTR-050,688.36,EUR,Validé,4,False
TR-0021646,2025-10-15,FRN-187,CAT-034,CC-013,ACH-027,,11677.7,EUR,Validé,3,False
TR-0021647,2025-11-05,FRN-113,CAT-012,CC-003,ACH-001,,288.96,EUR,Validé,17,True
TR-0021648,2025-03-07,FRN-177,CAT-029,CC-020,ACH-039,,2203.9,EUR,Validé,20,True
TR-0021649,2025-06-12,FRN-071,CAT-009,CC-002,ACH-012,CTR-020,6958.05,EUR,Validé,7,False
TR-0021650,2025-09-20,FRN-065,CAT-008,CC-005,ACH-001,CTR-032,3357.61,EUR,Validé,3,False
TR-0021651,2025-03-25,FRN-052,CAT-003,CC-016,ACH-033,,51987.5,EUR,En attente,2,True
TR-0021652,2025-09-15,FRN-186,CAT-033,CC-020,ACH-039,,3512.25,EUR,Validé,3,False
TR-0021653,2025-11-17,FRN-160,CAT-023,C-001,ACH-013,,2543.8,EUR,Validé,12,True
TR-0021654,2025-11-10,FRN-108,CAT-014,C-001,ACH-011,,1786.73,EUR,Validé,20,True
TR-0021655,2025-04-17,FRN-161,CAT-027,CC-004,ACH-016,,2027.23,EUR,Validé,5,False
TR-0021656,2025-06-21,FRN-093,CAT-013,CC-012,ACH-018,CTR-037,192.06,EUR,Rejeté,4,False
TR-0021657,2025-06-18,FRN-102,CAT-012,CC-008,ACH-015,CTR-033,1255.37,EUR,Validé,2,False
TR-0021658,2025-04-23,FRN-178,CAT-030,CC-004,ACH-007,,1548.22,EUR,Validé,1,True
TR-0021659,2025-03-14,FRN-031,CAT-001,CC-015,ACH-029,,18901.62,EUR,Validé,16,True
TR-0021660,2025-01-16,FRN-018,CAT-002,CC-009,ACH-017,,19726.39,EUR,Validé,1,False
TR-0021661,2025-09-06,FRN-074,CAT-008,CC-006,ACH-008,CTR-027,3821.52,EUR,Validé,8,False
TR-0021662,2025-10-07,FRN-192,CAT-037,CC-007,ACH-011,CTR-070,261.09,EUR,Validé,6,False
TR-0021663,2025-05-03,FRN-110,CAT-010,CC-017,ACH-031,,2293.68,EUR,Rejeté,14,True
TR-0021664,2025-11-10,FRN-196,CAT-039,CC-009,ACH-024,,490.28,EUR,Validé,26,True
TR-0021665,2025-01-09,FRN-028,CAT-002,CC-012,ACH-017,CTR-017,17281.67,EUR,Validé,7,False
TR-0021666,2025-12-08,FRN-148,CAT-023,CC-006,ACH-011,CTR-056,4358.41,EUR,Validé,4,False
TR-0021667,2025-09-08,FRN-091,CAT-011,CC-007,ACH-015,,382.56,EUR,Validé,3,False
TR-0021668,2025-05-04,FRN-164,CAT-031,CC-004,ACH-001,,846.21,EUR,Validé,1,False
TR-0021669,2025-05-14,FRN-146,CAT-024,CC-012,ACH-021,,1404.26,EUR,Validé,8,False
